"","state","county","winner"
"765","Georgia","Cherokee","Republican"
"766","Georgia","Cherokee","Republican"
"767","Georgia","Clarke","Democrat"
"768","Georgia","Clarke","Democrat"
"769","Georgia","Clarke","Democrat"
"770","Georgia","Clarke","Democrat"
"771","Georgia","Clay","Republican"
"772","Georgia","Clay","Republican"
"773","Georgia","Clay","Republican"
"774","Georgia","Clay","Republican"
"775","Georgia","Clayton","Democrat"
"776","Georgia","Clayton","Democrat"
"777","Georgia","Clayton","Democrat"
"778","Georgia","Clayton","Democrat"
"779","Georgia","Clinch","Republican"
"780","Georgia","Clinch","Republican"
"781","Georgia","Clinch","Republican"
"782","Georgia","Clinch","Republican"
"783","Georgia","Cobb","Democrat"
"784","Georgia","Cobb","Democrat"
"785","Georgia","Cobb","Democrat"
"786","Georgia","Cobb","Democrat"
"787","Georgia","Coffee","Republican"
"788","Georgia","Coffee","Republican"
"789","Georgia","Coffee","Republican"
"790","Georgia","Coffee","Republican"
"791","Georgia","Colquitt","Republican"
"792","Georgia","Colquitt","Republican"
"793","Georgia","Colquitt","Republican"
"794","Georgia","Colquitt","Republican"
"795","Georgia","Columbia","Republican"
"796","Georgia","Columbia","Republican"
"797","Georgia","Columbia","Republican"
"798","Georgia","Columbia","Republican"
"799","Georgia","Cook","Republican"
"800","Georgia","Cook","Republican"
"801","Georgia","Cook","Republican"
"802","Georgia","Cook","Republican"
"803","Georgia","Coweta","Republican"
"804","Georgia","Coweta","Republican"
"805","Georgia","Coweta","Republican"
"806","Georgia","Coweta","Republican"
"807","Georgia","Crawford","Republican"
"808","Georgia","Crawford","Republican"
"809","Georgia","Crawford","Republican"
"810","Georgia","Crawford","Republican"
"811","Georgia","Crisp","Republican"
"812","Georgia","Crisp","Republican"
"813","Georgia","Crisp","Republican"
"814","Georgia","Crisp","Republican"
"815","Georgia","Dade","Republican"
"816","Georgia","Dade","Republican"
"817","Georgia","Dade","Republican"
"818","Georgia","Dade","Republican"
"819","Georgia","Dawson","Republican"
"820","Georgia","Dawson","Republican"
"821","Georgia","Dawson","Republican"
"822","Georgia","Dawson","Republican"
"823","Georgia","Decatur","Republican"
"824","Georgia","Decatur","Republican"
"825","Georgia","Decatur","Republican"
"826","Georgia","Decatur","Republican"
"827","Georgia","Dekalb","Democrat"
"828","Georgia","Dekalb","Democrat"
"829","Georgia","Dekalb","Democrat"
"830","Georgia","Dekalb","Democrat"
"831","Georgia","Dodge","Republican"
"832","Georgia","Dodge","Republican"
"833","Georgia","Dodge","Republican"
"834","Georgia","Dodge","Republican"
"835","Georgia","Dooly","Republican"
"836","Georgia","Dooly","Republican"
"837","Georgia","Dooly","Republican"
"838","Georgia","Dooly","Republican"
"839","Georgia","Dougherty","Democrat"
"840","Georgia","Dougherty","Democrat"
"841","Georgia","Dougherty","Democrat"
"842","Georgia","Dougherty","Democrat"
"843","Georgia","Douglas","Democrat"
"844","Georgia","Douglas","Democrat"
"845","Georgia","Douglas","Democrat"
"846","Georgia","Douglas","Democrat"
"847","Georgia","Early","Republican"
"848","Georgia","Early","Republican"
"849","Georgia","Early","Republican"
"850","Georgia","Early","Republican"
"851","Georgia","Echols","Republican"
"852","Georgia","Echols","Republican"
"853","Georgia","Echols","Republican"
"854","Georgia","Echols","Republican"
"855","Georgia","Effingham","Republican"
"856","Georgia","Effingham","Republican"
"857","Georgia","Effingham","Republican"
"858","Georgia","Effingham","Republican"
"859","Georgia","Elbert","Republican"
"860","Georgia","Elbert","Republican"
"861","Georgia","Elbert","Republican"
"862","Georgia","Elbert","Republican"
"863","Georgia","Emanuel","Republican"
"864","Georgia","Emanuel","Republican"
"865","Georgia","Emanuel","Republican"
"866","Georgia","Emanuel","Republican"
"867","Georgia","Evans","Republican"
"868","Georgia","Evans","Republican"
"869","Georgia","Evans","Republican"
"870","Georgia","Evans","Republican"
"871","Georgia","Fannin","Republican"
"872","Georgia","Fannin","Republican"
"873","Georgia","Fannin","Republican"
"874","Georgia","Fannin","Republican"
"875","Georgia","Fayette","Republican"
"876","Georgia","Fayette","Republican"
"877","Georgia","Fayette","Republican"
"878","Georgia","Fayette","Republican"
"879","Georgia","Floyd","Republican"
"880","Georgia","Floyd","Republican"
"881","Georgia","Floyd","Republican"
"882","Georgia","Floyd","Republican"
"883","Georgia","Forsyth","Republican"
"884","Georgia","Forsyth","Republican"
"885","Georgia","Forsyth","Republican"
"886","Georgia","Forsyth","Republican"
"887","Georgia","Franklin","Republican"
"888","Georgia","Franklin","Republican"
"889","Georgia","Franklin","Republican"
"890","Georgia","Franklin","Republican"
"891","Georgia","Fulton","Democrat"
"892","Georgia","Fulton","Democrat"
"893","Georgia","Fulton","Democrat"
"894","Georgia","Fulton","Democrat"
"895","Georgia","Gilmer","Republican"
"896","Georgia","Gilmer","Republican"
"897","Georgia","Gilmer","Republican"
"898","Georgia","Gilmer","Republican"
"899","Georgia","Glascock","Republican"
"900","Georgia","Glascock","Republican"
"901","Georgia","Glascock","Republican"
"902","Georgia","Glascock","Republican"
"903","Georgia","Glynn","Republican"
"904","Georgia","Glynn","Republican"
"905","Georgia","Glynn","Republican"
"906","Georgia","Glynn","Republican"
"907","Georgia","Gordon","Republican"
"908","Georgia","Gordon","Republican"
"909","Georgia","Gordon","Republican"
"910","Georgia","Gordon","Republican"
"911","Georgia","Grady","Republican"
"912","Georgia","Grady","Republican"
"913","Georgia","Grady","Republican"
"914","Georgia","Grady","Republican"
"915","Georgia","Greene","Republican"
"916","Georgia","Greene","Republican"
"917","Georgia","Greene","Republican"
"918","Georgia","Greene","Republican"
"919","Georgia","Gwinnett","Democrat"
"920","Georgia","Gwinnett","Democrat"
"921","Georgia","Gwinnett","Democrat"
"922","Georgia","Gwinnett","Democrat"
"923","Georgia","Habersham","Republican"
"924","Georgia","Habersham","Republican"
"925","Georgia","Habersham","Republican"
"926","Georgia","Habersham","Republican"
"927","Georgia","Hall","Republican"
"928","Georgia","Hall","Republican"
"929","Georgia","Hall","Republican"
"930","Georgia","Hall","Republican"
"931","Georgia","Hancock","Democrat"
"932","Georgia","Hancock","Democrat"
"933","Georgia","Hancock","Democrat"
"934","Georgia","Hancock","Democrat"
"935","Georgia","Haralson","Republican"
"936","Georgia","Haralson","Republican"
"937","Georgia","Haralson","Republican"
"938","Georgia","Haralson","Republican"
"939","Georgia","Harris","Republican"
"940","Georgia","Harris","Republican"
"941","Georgia","Harris","Republican"
"942","Georgia","Harris","Republican"
"943","Georgia","Hart","Republican"
"944","Georgia","Hart","Republican"
"945","Georgia","Hart","Republican"
"946","Georgia","Hart","Republican"
"947","Georgia","Heard","Republican"
"948","Georgia","Heard","Republican"
"949","Georgia","Heard","Republican"
"950","Georgia","Heard","Republican"
"951","Georgia","Henry","Democrat"
"952","Georgia","Henry","Democrat"
"953","Georgia","Henry","Democrat"
"954","Georgia","Henry","Democrat"
"955","Georgia","Houston","Republican"
"956","Georgia","Houston","Republican"
"957","Georgia","Houston","Republican"
"958","Georgia","Houston","Republican"
"959","Georgia","Irwin","Republican"
"960","Georgia","Irwin","Republican"
"961","Georgia","Irwin","Republican"
"962","Georgia","Irwin","Republican"
"963","Georgia","Jackson","Republican"
"964","Georgia","Jackson","Republican"
"965","Georgia","Jackson","Republican"
"966","Georgia","Jackson","Republican"
"967","Georgia","Jasper","Republican"
"968","Georgia","Jasper","Republican"
"969","Georgia","Jasper","Republican"
"970","Georgia","Jasper","Republican"
"971","Georgia","Jeff Davis","Republican"
"972","Georgia","Jeff Davis","Republican"
"973","Georgia","Jeff Davis","Republican"
"974","Georgia","Jeff Davis","Republican"
"975","Georgia","Jefferson","Republican"
"976","Georgia","Jefferson","Republican"
"977","Georgia","Jefferson","Republican"
"978","Georgia","Jefferson","Republican"
"979","Georgia","Jenkins","Republican"
"980","Georgia","Jenkins","Republican"
"981","Georgia","Jenkins","Republican"
"982","Georgia","Jenkins","Republican"
"983","Georgia","Johnson","Republican"
"984","Georgia","Johnson","Republican"
"985","Georgia","Johnson","Republican"
"986","Georgia","Johnson","Republican"
"987","Georgia","Jones","Republican"
"988","Georgia","Jones","Republican"
"989","Georgia","Jones","Republican"
"990","Georgia","Jones","Republican"
"991","Georgia","Lamar","Republican"
"992","Georgia","Lamar","Republican"
"993","Georgia","Lamar","Republican"
"994","Georgia","Lamar","Republican"
"995","Georgia","Lanier","Republican"
"996","Georgia","Lanier","Republican"
"997","Georgia","Lanier","Republican"
"998","Georgia","Lanier","Republican"
"999","Georgia","Laurens","Republican"
"1000","Georgia","Laurens","Republican"
"1001","Georgia","Laurens","Republican"
"1002","Georgia","Laurens","Republican"
"1003","Georgia","Lee","Republican"
"1004","Georgia","Lee","Republican"
"1005","Georgia","Lee","Republican"
"1006","Georgia","Lee","Republican"
"1007","Georgia","Liberty","Democrat"
"1008","Georgia","Liberty","Democrat"
"1009","Georgia","Liberty","Democrat"
"1010","Georgia","Liberty","Democrat"
"1011","Georgia","Lincoln","Republican"
"1012","Georgia","Lincoln","Republican"
"1013","Georgia","Lincoln","Republican"
"1014","Georgia","Lincoln","Republican"
"1015","Georgia","Long","Republican"
"1016","Georgia","Long","Republican"
"1017","Georgia","Long","Republican"
"1018","Georgia","Long","Republican"
"1019","Georgia","Lowndes","Republican"
"1020","Georgia","Lowndes","Republican"
"1021","Georgia","Lowndes","Republican"
"1022","Georgia","Lowndes","Republican"
"1023","Georgia","Lumpkin","Republican"
"1024","Georgia","Lumpkin","Republican"
"1025","Georgia","Lumpkin","Republican"
"1026","Georgia","Lumpkin","Republican"
"1027","Georgia","Mcduffie","Republican"
"1028","Georgia","Mcduffie","Republican"
"1029","Georgia","Mcduffie","Republican"
"1030","Georgia","Mcduffie","Republican"
"1031","Georgia","Mcintosh","Republican"
"1032","Georgia","Mcintosh","Republican"
"1033","Georgia","Mcintosh","Republican"
"1034","Georgia","Mcintosh","Republican"
"1035","Georgia","Macon","Democrat"
"1036","Georgia","Macon","Democrat"
"1037","Georgia","Macon","Democrat"
"1038","Georgia","Macon","Democrat"
"1039","Georgia","Madison","Republican"
"1040","Georgia","Madison","Republican"
"1041","Georgia","Madison","Republican"
"1042","Georgia","Madison","Republican"
"1043","Georgia","Marion","Republican"
"1044","Georgia","Marion","Republican"
"1045","Georgia","Marion","Republican"
"1046","Georgia","Marion","Republican"
"1047","Georgia","Meriwether","Republican"
"1048","Georgia","Meriwether","Republican"
"1049","Georgia","Meriwether","Republican"
"1050","Georgia","Meriwether","Republican"
"1051","Georgia","Miller","Republican"
"1052","Georgia","Miller","Republican"
"1053","Georgia","Miller","Republican"
"1054","Georgia","Miller","Republican"
"1055","Georgia","Mitchell","Republican"
"1056","Georgia","Mitchell","Republican"
"1057","Georgia","Mitchell","Republican"
"1058","Georgia","Mitchell","Republican"
"1059","Georgia","Monroe","Republican"
"1060","Georgia","Monroe","Republican"
"1061","Georgia","Monroe","Republican"
"1062","Georgia","Monroe","Republican"
"1063","Georgia","Montgomery","Republican"
"1064","Georgia","Montgomery","Republican"
"1065","Georgia","Montgomery","Republican"
"1066","Georgia","Montgomery","Republican"
"1067","Georgia","Morgan","Republican"
"1068","Georgia","Morgan","Republican"
"1069","Georgia","Morgan","Republican"
"1070","Georgia","Morgan","Republican"
"1071","Georgia","Murray","Republican"
"1072","Georgia","Murray","Republican"
"1073","Georgia","Murray","Republican"
"1074","Georgia","Murray","Republican"
"1075","Georgia","Muscogee","Democrat"
"1076","Georgia","Muscogee","Democrat"
"1077","Georgia","Muscogee","Democrat"
"1078","Georgia","Muscogee","Democrat"
"1079","Georgia","Newton","Democrat"
"1080","Georgia","Newton","Democrat"
"1081","Georgia","Newton","Democrat"
"1082","Georgia","Newton","Democrat"
"1083","Georgia","Oconee","Republican"
"1084","Georgia","Oconee","Republican"
"1085","Georgia","Oconee","Republican"
"1086","Georgia","Oconee","Republican"
"1087","Georgia","Oglethorpe","Republican"
"1088","Georgia","Oglethorpe","Republican"
"1089","Georgia","Oglethorpe","Republican"
"1090","Georgia","Oglethorpe","Republican"
"1091","Georgia","Paulding","Republican"
"1092","Georgia","Paulding","Republican"
"1093","Georgia","Paulding","Republican"
"1094","Georgia","Paulding","Republican"
"1095","Georgia","Peach","Republican"
"1096","Georgia","Peach","Republican"
"1097","Georgia","Peach","Republican"
"1098","Georgia","Peach","Republican"
"1099","Georgia","Pickens","Republican"
"1100","Georgia","Pickens","Republican"
"1101","Georgia","Pickens","Republican"
"1102","Georgia","Pickens","Republican"
"1103","Georgia","Pierce","Republican"
"1104","Georgia","Pierce","Republican"
"1105","Georgia","Pierce","Republican"
"1106","Georgia","Pierce","Republican"
"1107","Georgia","Pike","Republican"
"1108","Georgia","Pike","Republican"
"1109","Georgia","Pike","Republican"
"1110","Georgia","Pike","Republican"
"1111","Georgia","Polk","Republican"
"1112","Georgia","Polk","Republican"
"1113","Georgia","Polk","Republican"
"1114","Georgia","Polk","Republican"
"1115","Georgia","Pulaski","Republican"
"1116","Georgia","Pulaski","Republican"
"1117","Georgia","Pulaski","Republican"
"1118","Georgia","Pulaski","Republican"
"1119","Georgia","Putnam","Republican"
"1120","Georgia","Putnam","Republican"
"1121","Georgia","Putnam","Republican"
"1122","Georgia","Putnam","Republican"
"1123","Georgia","Quitman","Republican"
"1124","Georgia","Quitman","Republican"
"1125","Georgia","Quitman","Republican"
"1126","Georgia","Quitman","Republican"
"1127","Georgia","Rabun","Republican"
"1128","Georgia","Rabun","Republican"
"1129","Georgia","Rabun","Republican"
"1130","Georgia","Rabun","Republican"
"1131","Georgia","Randolph","Republican"
"1132","Georgia","Randolph","Republican"
"1133","Georgia","Randolph","Republican"
"1134","Georgia","Randolph","Republican"
"1135","Georgia","Richmond","Democrat"
"1136","Georgia","Richmond","Democrat"
"1137","Georgia","Richmond","Democrat"
"1138","Georgia","Richmond","Democrat"
"1139","Georgia","Rockdale","Democrat"
"1140","Georgia","Rockdale","Democrat"
"1141","Georgia","Rockdale","Democrat"
"1142","Georgia","Rockdale","Democrat"
"1143","Georgia","Schley","Republican"
"1144","Georgia","Schley","Republican"
"1145","Georgia","Schley","Republican"
"1146","Georgia","Schley","Republican"
"1147","Georgia","Screven","Republican"
"1148","Georgia","Screven","Republican"
"1149","Georgia","Screven","Republican"
"1150","Georgia","Screven","Republican"
"1151","Georgia","Seminole","Republican"
"1152","Georgia","Seminole","Republican"
"1153","Georgia","Seminole","Republican"
